,Unnamed: 0,id,author_id,text,created_at,neg,neu,pos,score
10,10,1387455419287748608,625315371,"@BBVAProvincial Necesito solución a un inconveniente que presento con mi cuenta, fui el día de ayer 27/04/2021 a la Oficina Principal a realizar una actualización de datos y modificar mi numero telf y la información aun CONTINUA ERRADA... Y no puedo volver a ir a la agencia de nuevo",2021-04-28T17:15:24.000Z,0.9952325224876404,0.0036899324040859938,0.0010774434776976705,neg
11,11,1387455268645179404,625315371,"@BBVAProvincial Necesito solución a un inconveniente que presento con mi cuenta, fui el día de ayer 27/04/2021 a la Oficina Principal a realizar una actualización de datos y modificar mi numero telf y la información aun CONTINUA ERRADA... Y no puedo volver a ir a la agencia de nuevo",2021-04-28T17:14:48.000Z,0.9952325224876404,0.0036899324040859938,0.0010774434776976705,neg
12,12,1387446112831877127,236851891,"@BBVAProvincial Necesito modificar la clave de la Tarjeta de Débito y el sistema me dice:                    Opción no Disponible.
Lo sentimos, ha ocurrido un error al procesar su operación, por favor intente nuevamente.",2021-04-28T16:38:25.000Z,0.4657233953475952,0.526923656463623,0.00735293235629797,neu
13,13,1387411495605133313,346336654,"@BBVAProvincial @VATCWeb @haypunto Buen día, perdí mi numero telefónico asociado a dinero rápido. Se puede gestionar el cambio vía online?",2021-04-28T14:20:52.000Z,0.8241293430328369,0.17255134880542755,0.003319323528558016,neg
14,14,1387399659338018816,738697942266187776,"@BBVAProvincial Buen día, mi tarjeta de débito vence este mes de abril, ¿se cambia o puedo seguir usandola?",2021-04-28T13:33:50.000Z,0.2245447039604187,0.7677275538444519,0.007727772928774357,neu
15,15,1387398697135185930,126086956,"Adquiere tu punto de venta y retíralo el mismo día, no dejes pasar esta oportunidad y disfruta de los mejores equipos inalámbricos que nuestro aliado VAT&amp;C tiene disponible para ti.
 
¡Tenemos cantidades limitadas! ¿Qué esperas?
 
@BBVAProvincial @vatcweb @haypunto #TuPunto https://t.co/0PHB8tKZwe",2021-04-28T13:30:00.000Z,0.012962711043655872,0.7455486059188843,0.24148869514465332,neu
16,16,1387398694090194949,563850880,@BBVAProvincial buen día. Por mucho tiempo he pagado mis servicios de Movistar y CANTV por su (BBVA) sitio web. Hoy solo me aparece Digitel... ¿Eliminaron ese servicio?,2021-04-28T13:29:59.000Z,0.23917189240455627,0.7489675283432007,0.011860528960824013,neu
17,17,1387391996722130945,117590572,@BBVAProvincial Hola ¿Mi Tarjeta TDD está deteriorada y ya no la leen los puntos de venta? ¿Como la reemplazo?,2021-04-28T13:03:23.000Z,0.9940828680992126,0.004903115797787905,0.001014052308164537,neg
18,18,1387353781713653761,321466934,"@BBVAProvincial El sector privado es parte de la solución de los enormes problemas, dijo Lorenzo Mendoza
 https://t.co/h8lldtsZx9",2021-04-28T10:31:32.000Z,0.6564052104949951,0.3025968372821808,0.040997907519340515,neg
19,19,1387191710896230401,739507488865849345,"@BBVAProvincial Buenas noches. Ha sido imposible autorizar el pago de nomina, arroja el mensaje: ""Ocurrio un error al tratar de autorizar su lote"".  Lo lamentable es que no hay soporte  ni para personas ni para empresas. #BBVAProvincial",2021-04-27T23:47:31.000Z,0.9934515953063965,0.0051049403846263885,0.0014434570912271738,neg
20,20,1387187834424074247,1333395308596895744,@VanessaCid @ConsEspCaracas @bbva @BBVAProvincial @canariosmundo A la orden 👍,2021-04-27T23:32:07.000Z,0.010313796810805798,0.7737122774124146,0.21597394347190857,neu
21,21,1387179180597596163,108177712,@MRockolita @ConsEspCaracas @bbva @BBVAProvincial @canariosmundo Graciiiiias 🙏🏻,2021-04-27T22:57:43.000Z,0.013617121614515781,0.4869295358657837,0.4994533061981201,pos
22,22,1387173072076165121,2422334459,@BBVAProvincial Buenas tardes. Donde puedo consultar en internet el procedimiento paso a paso para registrar una cuenta en el Banco? Gracias,2021-04-27T22:33:27.000Z,0.0050020981580019,0.9875154495239258,0.007482411339879036,neu
23,23,1387166699565289474,115375376,"@BBVAProvincial Hola necesito información sobre uno de mis productos, una extensión de TDC quiero saber si debo algo, me ayudan con esa información?",2021-04-27T22:08:08.000Z,0.030994657427072525,0.9568081498146057,0.012197179719805717,neu
24,24,1387147696868401157,145008516,@BBVAProvincial Cómo realizó el cambio de número telefónico,2021-04-27T20:52:37.000Z,0.019819768145680428,0.975609302520752,0.004570896737277508,neu
25,25,1387128604463702019,1262707990479671299,@BBVAProvincial buenas tardes que agencias estan laborando en carabobo?,2021-04-27T19:36:45.000Z,0.972902774810791,0.02461348846554756,0.002483677351847291,neg
26,26,1387124052737810435,1333395308596895744,"@VanessaCid @ConsEspCaracas @bbva @BBVAProvincial Supuestamente las hacen efectivas mañana o pasado 🤞🙏 Buscando en la lupa del tema, encontré esa información en la cuenta @canariosmundo",2021-04-27T19:18:40.000Z,0.17772546410560608,0.8103449940681458,0.011929533444344997,neu
27,27,1387123292855808000,1328647276735197186,@BBVAProvincial Yo me quedo en casa pero necesito ponerme en contacto con ustedes y no contestan y el número de atención al cliente no da la opción de hablar con un operador por favor si hay otro número mandarlo al correo electrónico gitanoraul1962@gmail.com gracias de antemano,2021-04-27T19:15:39.000Z,0.4071182608604431,0.5842106938362122,0.008671000599861145,neu
28,28,1387113554130702345,31568767,@BBVAProvincial la plataforma no me permite modificar la clave vencida en internet. Tampoco deja usar la antigua. Y lleva a un loop vicioso que no resuelve el problema. No hay chat de Provinet ni número telefónico de ayuda. Qué hago? Están jugando con el dinero de la gente.,2021-04-27T18:36:57.000Z,0.9955101013183594,0.0028436544816941023,0.0016462353523820639,neg
29,29,1387112267158892548,115060858,"@BBVAProvincial Buenas tardes, quisiera información sobre la apertura de cuentas corrientes y que sucursal en Valencia está trabajando esta semana?",2021-04-27T18:31:50.000Z,0.045366041362285614,0.9484681487083435,0.0061658043414354324,neu
30,30,1387108015204098053,2439157190,"@BBVAProvincial 
Buenas tardes no se puede confirmar las nominas del Banco Provincial, me puede informar que sucede?",2021-04-27T18:14:56.000Z,0.9897337555885315,0.008459789678454399,0.0018064338946714997,neg
31,31,1387104190087012353,65169928,@BBVAProvincial Hola cuál agencia está trabajando hacia el municipio libertador en Caracas gracias,2021-04-27T17:59:44.000Z,0.007964934222400188,0.9751865267753601,0.016848569735884666,neu
32,32,1387102111293444102,108289585,@arepatecnologia Falta @BBVAProvincial que de ese paso de poderlo cambiar desde casa.,2021-04-27T17:51:29.000Z,0.031028110533952713,0.9638801217079163,0.00509183295071125,neu
33,33,1387098942836551689,115060858,"@BBVAProvincial buenas tardes, cuáles son los requisitos para aperturar una cuenta corriente? Y en qué sucursal de valencia puedo hacerlo?",2021-04-27T17:38:53.000Z,0.022937441244721413,0.9678642153739929,0.009198322892189026,neu
34,34,1387087696246579209,292406642,@BBVAProvincial Y las tarjetas de crédito para cuando.,2021-04-27T16:54:12.000Z,0.006841982714831829,0.9878832697868347,0.005274652503430843,neu
35,35,1387080851716988941,108177712,Muchas personas mayores cubren sus necesidades con la pensión mínima española @ConsEspCaracas. Dicen que el ministerio ya le depositó las pensiones para Venezuela al @bbva. Pero aún no se los abonan en sus cuenta en Venezuela. ¿Qué pasa con ese dinero? @BBVAProvincial,2021-04-27T16:27:00.000Z,0.85647052526474,0.13666146993637085,0.006868056487292051,neg
36,36,1387080460682113028,108177712,"Aún los viejitos españoles pensionados en Venezuela están a la espera de su pensión trimestral @ConsEspCaracas, la oficina Laboral se desentiende diciendo que es problema del banco @bbva. Entonces, mi pregunta es ¿donde está el dinero? @BBVAProvincial",2021-04-27T16:25:27.000Z,0.9848130345344543,0.013180716894567013,0.0020061912946403027,neg
37,37,1387069646029926406,110214495,"@BBVAProvincial buenas tardes amigos , que tiempo tardan en liquidar un credito pre aprobado ? Ya tengo un mes de espera , envie toda la documentación solicitada y aun nada . 
Que me recomiendan hacer ?",2021-04-27T15:42:28.000Z,0.4030502140522003,0.585763156414032,0.011186676099896431,neu
38,38,1387069004183965696,126086956,"Adquiere tu punto de venta y retíralo el mismo día, no dejes pasar esta oportunidad y disfruta de los mejores equipos inalámbricos que nuestro aliado VAT&amp;C tiene disponible para ti.
 
¡Tenemos cantidades limitadas! ¿Qué esperas?
 
@BBVAProvincial @vatcweb @haypunto #TuPunto https://t.co/yYojn3PRxj",2021-04-27T15:39:55.000Z,0.012962711043655872,0.7455486059188843,0.24148869514465332,neu
39,39,1387066614554796032,787749935831781376,"El call center de @BBVAProvincial en Venezuela da mucha risa proque los que atienden no son nada profesionales son tipo:

Hola si mi pana esa cuenta ya se perdió que vaina vale, porque no llamo antes, bueno nada que hacer saludos.",2021-04-27T15:30:26.000Z,0.9918644428253174,0.007037108764052391,0.0010984084801748395,neg
40,40,1387058976420925443,323378898,@BBVAProvincial Hola tengo problemas para retirar mi tarjeta de débito en la oficina de La Urbina la pedí desde marzo y no abren en semana flexible. Cómo puedo hacer ? Gracias,2021-04-27T15:00:04.000Z,0.4684411287307739,0.5223842859268188,0.009174592792987823,neu
41,41,1387046597498839049,118505532,@BBVAProvincial cómo puedo solicitar información acerca de cuáles agencias están trabajando en Los Altos mirandinos en semana flexible? La agencia de la Cascada está cerrada y necesito hacer cambio de domicilio. Gracias,2021-04-27T14:10:53.000Z,0.020356418564915657,0.9618207216262817,0.017822835594415665,neu
42,42,1387046584613957649,858096192,"@BBVAProvincial Buenos días quería saber sobre los depósitos de la pensión española, no se han hecho efectivo para cuando, gracias",2021-04-27T14:10:50.000Z,0.6812019348144531,0.30897635221481323,0.009821738116443157,neg
43,43,1387037263914278914,1386421634526023680,"@BBVAProvincial @BBVAProvincial Buenos dias, saludos.. M puede informar si x aqui puedo desbloquear mi yarjeta de debito..?",2021-04-27T13:33:48.000Z,0.0033891829662024975,0.9569193720817566,0.039691440761089325,neu
44,44,1387023754014994438,382193971,"@BBVAProvincial Buenos días si me pueden ayudar, cómo recupero la clave de operaciones especiales y porque me aparece en mi usuario que tengo la tarjeta bloqueada?",2021-04-27T12:40:07.000Z,0.662691056728363,0.3317781388759613,0.005530768074095249,neg
45,45,1387014894810173440,1409165372,@BBVAProvincial https://t.co/YWi4ZE2PIX,2021-04-27T12:04:55.000Z,0.017333704978227615,0.9432570934295654,0.03940913826227188,neu
46,46,1386982105729671170,1725457843,@a_danielax @BBVAProvincial Si,2021-04-27T09:54:37.000Z,0.009190422482788563,0.9297860860824585,0.061023443937301636,neu
47,47,1386875309295816707,145713751,"@BBVAProvincial Buenas noches, mi tío un Sr de 80 años acaba de suspender el servicio de rescarven con cargo automático a su cuenta BBVA, quiere hacerles llegar la carta sellada por rescarven, fue a la agencia de la india, la de la pelota y no estaban trabajando, se podrá enviar a algún correo?",2021-04-27T02:50:15.000Z,0.30628788471221924,0.6795345544815063,0.014177600853145123,neu
48,48,1386854197753257987,324615073,@BBVAProvincial la sucursal de Charallave está trabajando en atención al cliente?,2021-04-27T01:26:21.000Z,0.01682823896408081,0.9748958349227905,0.008275915868580341,neu
49,49,1386830168895938565,57444237,@BBVAProvincial cuáles agencias están abiertas al público?,2021-04-26T23:50:52.000Z,0.01824105530977249,0.9644540548324585,0.017304856330156326,neu
50,50,1386827297362165762,65130265,@sanchezc4 @yelinkarol @SEstadoMigr @inclusiongob @BBVAProvincial creo que se reduce a ellos la respuesta.,2021-04-26T23:39:28.000Z,0.9333224296569824,0.06445929408073425,0.002218171488493681,neg
51,51,1386815587142283264,109366983,"@BBVAProvincial buenas tardes, tienen información de cuando depositan los fondos a los pensionados españoles? Gracias",2021-04-26T22:52:56.000Z,0.02227296121418476,0.9682733416557312,0.00945367943495512,neu
52,52,1386796947315494913,3384684009,@BBVAProvincial coño vale hasta cuando que abuso es ese,2021-04-26T21:38:52.000Z,0.9957438111305237,0.002220989903435111,0.0020351544953882694,neg
53,53,1386796858056626179,3384684009,@BBVAProvincial  buenas tardes com quien debo d hablar para que no sigan cobrando esos seguros que noo quien coñl les dijo no consultan un coño ya van 2 veces en este mes,2021-04-26T21:38:31.000Z,0.9963908791542053,0.0024163001216948032,0.0011927891755476594,neg
54,54,1386782208250335233,1684908488,Qué pasa con la app de #dinerorapido de @BBVAProvincial ? No quiere hacer las operaciones,2021-04-26T20:40:18.000Z,0.9936298727989197,0.00523547176271677,0.001134582911618054,neg
55,55,1386775383362658304,365756287,"@BBVAProvincial @MovistarVe Necesito QUE ALGUIEN SE HAGA CARGO  Y ME ATIENDAAA 
Quiero que desbloqueen el piso de las tarjetas de crédito así puedo USARLAS  Y ME PIDEN clave y NO TENGO XQ NO TENGO CUENTA EN BBVA",2021-04-26T20:13:11.000Z,0.9347622394561768,0.061557941138744354,0.0036798499058932066,neg
56,56,1386738589908848641,79268250,@BBVAProvincial buen día. Necesito renovar la tarjeta de débito. Puedo hacerlo en cualquier sucursal. Gracias,2021-04-26T17:46:58.000Z,0.007148985285311937,0.9072383642196655,0.08561259508132935,neu
57,57,1386736696113434629,1374713227402166272,@BBVAProvincial hola me encuentro fuera del país y están usando mí cuenta como haría para cambian todos mis datos y no la usen más,2021-04-26T17:39:27.000Z,0.911202609539032,0.0866457149386406,0.00215163710527122,neg
58,58,1386735765061787651,1004038449907879937,@BBVAProvincial buenas tardes. Hace unos días realice un pago móvil a un cliente y nunca recibió el dinero más si me lo debitaron de mi cuenta. El viernes pasado un cliente me realizó una transferencia y el dinero nunca cayó. Quisiera saber que pasa. Tengo todos los comprobantes,2021-04-26T17:35:45.000Z,0.01607658714056015,0.9784039855003357,0.00551939569413662,neu
59,59,1386730595703787521,2492205404,@BBVAProvincial Por que no han colocado las sucursales que prestaran servicios esta semana. Así uno no pierde tiempo en el ruleteo bancario?,2021-04-26T17:15:12.000Z,0.9914331436157227,0.006837343331426382,0.0017296168953180313,neg
60,60,1386729958240923650,143300384,@BBVAProvincial buenas tardes tengo una tarjeta de debito pero no m permite en provinet cambiar la clave q numero debo comunicarme,2021-04-26T17:12:40.000Z,0.29024386405944824,0.7051016092300415,0.004654507152736187,neu
61,61,1386715973739241475,218667408,@BBVAProvincial @VATCWeb @haypunto Buenas tardes como puedo hacer para cambiar mi nro telefónico a otro?? Ya que el registrado me fue suspendido.,2021-04-26T16:17:06.000Z,0.3260178565979004,0.6683073043823242,0.005674898624420166,neu
62,62,1386713213744697357,1303150440008298496,@BBVAProvincial @VATCWeb @haypunto Mentira es el 3.8% de lo que hagas y liquida todos los días sean bancarios o no  a las 6:00 AM de la mañana   mucho antes que cotizar el dólar,2021-04-26T16:06:08.000Z,0.032580774277448654,0.9589625000953674,0.008456746116280556,neu
63,63,1386705845644406790,2571967309,"@Sintrainces @silencioabs @eduardopiate2 @JCSantelizS @Wuikelman @nkcabrera @incesvzla @CentralASI @OITCinterfor @OITnoticias @CSA_TUCA @MPPEDUCACION @MinTrabajoVE @PresidencialVen @Defensoria_Vzla @ViceVenezuela #26Abril jugando al desgaste y a la necesidad d los trabajadores, @Wuikelman @nkcabrera nuevamente dejan a los cuenta nómina @BBVAProvincial sin quincena, mientras adelantan pagos a nóminas @BcodeVenezuela y @Banesco @NicolasMaduro @psuvaristobulo @mbachelet https://t.co/CeJDcTMrNi",2021-04-26T15:36:52.000Z,0.9960087537765503,0.0025898932944983244,0.0014013346517458558,neg
64,64,1386705628727373825,126086956,"Adquiere tu punto de venta y retíralo el mismo día, no dejes pasar esta oportunidad y disfruta de los mejores equipos inalámbricos que nuestro aliado VAT&amp;C tiene disponible para ti.
 
¡Tenemos cantidades limitadas! ¿Qué esperas?
 
@BBVAProvincial @vatcweb @haypunto #TuPunto https://t.co/mDwOuY8Amg",2021-04-26T15:36:00.000Z,0.012962711043655872,0.7455486059188843,0.24148869514465332,neu
65,65,1386705137511641089,436308910,@mielpimienta @BBVAProvincial Hola. Cómo solventaste en ese caso?? Me pasó lo mismo 😿,2021-04-26T15:34:03.000Z,0.16069652140140533,0.826199471950531,0.013103996403515339,neu
66,66,1386702437399027712,436308910,@BBVAProvincial Buenos días. Hice un pago movil de mi provincial al Venezuela y no ha caído el dinero. Por favor qué puedo hacer en ese caso,2021-04-26T15:23:19.000Z,0.020997483283281326,0.9724699854850769,0.006532479077577591,neu
67,67,1386697017880100874,147701996,"@BBVAProvincial Buenos días por favor que agencias están laborando? Necesito solventar mi problema con mi tarjeta de débito o nunca podré hacer transferencias ni pago movil, al llamar me dicen que debo ir a la oficina, correo ya envíe y no obtuve respuesta. Les agradezco me informen",2021-04-26T15:01:47.000Z,0.08901944011449814,0.8900449872016907,0.02093549631536007,neu
68,68,1386682921419948032,1625702810,@BBVAProvincial como cambio mi numero de teléfono asociado a mi cuenta porfa,2021-04-26T14:05:46.000Z,0.02329706773161888,0.9727622270584106,0.0039407783187925816,neu
69,69,1386678509196783621,177345506,"@BBVAProvincial Imposible cambiar la clave de la tarjeta de débito. 
Por favor indicarme por privado que se debe hacer. https://t.co/03Wop0xuik",2021-04-26T13:48:14.000Z,0.6455680727958679,0.3496914803981781,0.004740377888083458,neg
70,70,1386675265942720519,1386674003721478151,"Replying to 
@BBVAProvincial
hola buenos dias, disculpa mi punto de venta al deslizar la tarjeta sodexo me lanza BIN INVALIDO quisiera saber como arreglo",2021-04-26T13:35:21.000Z,0.81175297498703,0.18323464691638947,0.005012371577322483,neg
71,71,1386668147877482501,175746701,"@BBVAProvincial buenos días, por favor me informan cuánto es el monto máximo diario a retirar en sus cajeros?",2021-04-26T13:07:04.000Z,0.08731532096862793,0.9033523201942444,0.009332351386547089,neu
72,72,1386663340966137859,131813927,@BBVAProvincial buen día tendrán plástico necesito cambiar mi tarjeta de débito que esta vencida,2021-04-26T12:47:58.000Z,0.06736522912979126,0.9245891571044922,0.008045619353652,neu
73,73,1386662087712247811,122548774,"@BBVAProvincial la aplicación Dinero Rápido tiene fallas. Hice una transferencia, el dinero fue debitado de mi cuenta pero nunca fue acreditado en la otra cuenta. ¿Quién me responde?",2021-04-26T12:42:59.000Z,0.9726455807685852,0.025562163442373276,0.0017922380939126015,neg
74,74,1386661693653192707,122548774,"@BBVAProvincial Envié dinero a través de dinero rápido a una cuenta del bco mercantil, el dinero no llegó nunca y el reclamo no es procedente... Quién me repone mi dinero?",2021-04-26T12:41:25.000Z,0.9144014120101929,0.08240656554698944,0.003192011034116149,neg
75,75,1386661278085787651,127759522,@BBVAProvincial Buenos días. En que horario trabaja la oficina Araure Portuguesa esta semana?  Gracias de antemano.,2021-04-26T12:39:46.000Z,0.00687573803588748,0.9610589742660522,0.03206527978181839,neu
76,76,1386657371016007680,183039485,@BBVAProvincial Cómo obtengo mi clave de compra??,2021-04-26T12:24:14.000Z,0.016433212906122208,0.9786813855171204,0.004885388538241386,neu
77,77,1386653579268796419,183039485,@BBVAProvincial Buenos días. Es la misma app de dinero rápido que se usaba antes? O una nueva? Porque en Playstore no me sale,2021-04-26T12:09:10.000Z,0.012589719146490097,0.9785117506980896,0.008898589760065079,neu
78,78,1386495469568860166,263503639,@BBVAProvincial @VATCWeb @haypunto buenas noches para información sobre los requisitos,2021-04-26T01:40:54.000Z,0.00968857854604721,0.8021550178527832,0.18815648555755615,neu
79,79,1386486871564378116,108942272,@nacholacriatura @jesusmiranda @Norkys_batista @jguaido @UNICEF @opsoms @josyfernandez @bnc_corporativo @Banesco @BBVAProvincial @MercantilBanco @BcodeVenezuela @AsambleaVE,2021-04-26T01:06:44.000Z,0.1495107263326645,0.6018013954162598,0.2486879825592041,neu
80,80,1386473641072857088,137896291,@BBVAProvincial Buenas noches oficina que abren está semana,2021-04-26T00:14:10.000Z,0.029795724898576736,0.9641656875610352,0.006038605701178312,neu
81,81,1386462709844217861,2752909404,"¿Eres comerciante? ¿tienes tu cuenta en @BBVAProvincial? Afíliate a #PagoMóvil #C2P el proceso de compra es sencillo, rápido y dispones de los fondos de inmediato https://t.co/391zV2d8Al",2021-04-25T23:30:43.000Z,0.004723867401480675,0.9119197726249695,0.08335639536380768,neu
82,82,1386406987362095113,1167655800548003841,@BBVAProvincial @VATCWeb @haypunto Buen día que significa código 05,2021-04-25T19:49:18.000Z,0.07183151692152023,0.893308699131012,0.03485987335443497,neu
83,83,1386384932965060622,2334963849,@BBVAProvincial @VATCWeb @haypunto Banco de porqueria llevo mas de 15 dias con el dinero bloqueado porque su puta página no deja acceder a la cuenta ESTO ME ESTA OCASIONANDO PERDIDAS A LA EMPRESA. HDP ESPAÑOLES,2021-04-25T18:21:40.000Z,0.9968254566192627,0.0018629260594025254,0.0013117099879309535,neg
84,84,1386366816268787719,1182337856746016769,@BBVAProvincial @VATCWeb @haypunto Era para saber cómo anular una recarga telefónica a un número Movistar,2021-04-25T17:09:41.000Z,0.02903200127184391,0.9627474546432495,0.008220554329454899,neu
85,85,1386352873710264323,866803709069623297,Malvada sea! Banco de pacotillas @BBVAProvincial Desde horas de la mañana estoy intentando cambiarle la clave a mi papa porque la tiene vencida pero después que llego a este punto NO ME SALE MAS NADA QUÉ HACER! Ni darle click a nada!!! Que barbaridad de sistema!!!! FUCK YOU! https://t.co/8PQ43MeiW8,2021-04-25T16:14:16.000Z,0.9920268654823303,0.005852858070284128,0.0021202457137405872,neg
86,86,1386343226509086724,119624324,@Daniel46743042 @BBVAProvincial @VATCWeb @haypunto Pero bancamiga te clava como 9% diario de lo que facturas. Más alto que alquilar un punto,2021-04-25T15:35:56.000Z,0.994499921798706,0.003366676392033696,0.002133409958332777,neg
87,87,1386339403082223619,51342365,Que desmejorado está @BBVAProvincial 🙄,2021-04-25T15:20:45.000Z,0.9948321580886841,0.003666030243039131,0.0015016967663541436,neg
88,88,1386317210516402176,751171923112058880,@BBVAProvincial @VATCWeb @haypunto Buen día que precio tiene estoy interesada,2021-04-25T13:52:34.000Z,0.0186688844114542,0.6851319074630737,0.29619914293289185,neu
89,89,1386276545891864579,1303150440008298496,@BBVAProvincial @VATCWeb @haypunto Bacamiga  es mejor  mas imediata l a entrega de su punto de venta y lo puede adquirir pensona natural mucho otros productos que la banca tradicional,2021-04-25T11:10:58.000Z,0.009122157469391823,0.14116506278514862,0.8497128486633301,pos
90,90,1386173316050952195,701288017781256192,@BBVAProvincial cuál es el horario realmente para recargas o pago de servicios? https://t.co/E2kLGqYB4w,2021-04-25T04:20:47.000Z,0.10116726905107498,0.8939970135688782,0.0048357765190303326,neu
91,91,1386172399402459147,779055889969885184,"@BBVAProvincial me pueden ayudar para resolver un problema de ineficiencia, mal trato a cliente, adulto mayor, mujer.",2021-04-25T04:17:08.000Z,0.3478688597679138,0.6414598226547241,0.010671311989426613,neu
92,92,1386135191656321029,1340822022964842496,"@BBVAProvincial BUENa,HACE TIEMPO ACTUALICE MIS DATOS Y NUMERO TELEFONICO DESPUES DE ESO NO ME FUNCIONA MI PAGO https://t.co/utOyZvuDfa SALE ESTE MENSAJE QUE DICE Q LOS DATOS ENVIADOS NO CUMPLEN CON LA ESTRUCTURA CORRECTA, POR FAVOR AGRADECERIA UNA PRONTA RESPUESTA YA Q ME URGE.",2021-04-25T01:49:17.000Z,0.5891584157943726,0.3617696464061737,0.04907192289829254,neg
93,93,1386065033260580868,243336196,@BBVAProvincial Buenas tardes Porqué me llegan mensajes a mi número de operaciones en provincial cuando yo no tengo cuenta en ese banco Y me dice que si no soy yo el de la operación Que llame al 02125039211,2021-04-24T21:10:30.000Z,0.9945822358131409,0.004201643634587526,0.001216139062307775,neg
94,94,1386055568507523080,147701996,"@Inmartorres @BBVAProvincial Si el problema es desplazarme más allá de mi zona, me es cercano La California o Los Dos Caminos. Veremos",2021-04-24T20:32:53.000Z,0.013884537853300571,0.9806511998176575,0.005464270245283842,neu
95,95,1386047621182201861,1269310357744562176,@BBVAProvincial hola en la actualidad cuánto tiempo tarda para hacerse efectiva una transferencia echa en horas del medio día de provincial a mercantil,2021-04-24T20:01:19.000Z,0.046810854226350784,0.9502723217010498,0.0029167719185352325,neu
96,96,1386031934933962754,81676185,@beautifulcatira @BBVAProvincial Espera a la semana de flexibilización y el banco pone información de las oficinas que estarán trabajando,2021-04-24T18:58:59.000Z,0.013098904862999916,0.9817422032356262,0.005158871412277222,neu
97,97,1386031382045003777,147701996,@Inmartorres @BBVAProvincial El problema es que ni están abriendo las oficinas y entonces como hace uno,2021-04-24T18:56:47.000Z,0.9962915182113647,0.0026658340357244015,0.0010426710359752178,neg
98,98,1386020520974508036,81676185,@beautifulcatira @BBVAProvincial Así le sucedió a mi esposo y lo enviaron a la oficina donde abrió la cuenta.,2021-04-24T18:13:37.000Z,0.9839271903038025,0.014658059924840927,0.001414835685864091,neg
99,99,1385995142235148290,1317972274075607043,@BBVAProvincial Estimados amigos provincial me pueden ayudar a cambiar la clave de cajero y clave para comprar a mi tarjeta debito? Ya que he olvidado estas claves,2021-04-24T16:32:47.000Z,0.030774399638175964,0.9625074863433838,0.006718084216117859,neu
