,Unnamed: 0,text,created_at,author_id,id,neg,neu,pos,score
24,24,tengo mas de 30min @Banesco vista alegre esperando que atiendan y hay una sola asesora y pregunto a ver si la gerente me puede ayudar y me dicen que no esta. Señores no jueguen con el tiempo de sus clientes,2021-04-28T14:29:18.000Z,1339552012845916161,1387413619848192001,0.9941021800041199,0.004591607954353094,0.0013061518548056483,neg
25,25,"@Greily_c @Banesco Hola, buenos días, no me han dado respuesta",2021-04-28T14:09:55.000Z,81738511,1387408742791229441,0.9868828654289246,0.011567520909011364,0.0015496608102694154,neg
26,26,"@Banesco Buenos dias la unica agencia en la av. san martir Mercado en lo que va de semana flexible tiene los cajeros  sin funcionar, por favor los clientes necesitan retirar efectivo",2021-04-28T14:02:04.000Z,194393408,1387406764623245315,0.7846162915229797,0.20892229676246643,0.006461430806666613,neg
27,27,"@Banesco el pago de CANTV realizado el 26 de abril, fue debitado pero sigue sin hacerse efectivo, por favor necesito resolver esto antes del viernes",2021-04-28T14:00:23.000Z,1105692242025635840,1387406343137632265,0.8501265645027161,0.14574629068374634,0.004127141088247299,neg
28,28,@Banesco ¡Buenos días! ¿Me gustaría saber cuanto tiempo se esta demorando la entrega de la tarjeta de debito panamá?,2021-04-28T13:32:20.000Z,327127105,1387399283461263362,0.9765669107437134,0.021362947300076485,0.0020702299661934376,neg
29,29,@Banesco Hola le escribi al privado abra problemas con el.pago movil ya que desde ayer me dice monto no permitido al pago que voy a hacer,2021-04-28T13:28:37.000Z,522176455,1387398348328607749,0.9962651133537292,0.0025943934451788664,0.0011404770193621516,neg
30,30,Buenos dias señores necesito repuesta del pago movil q nunca cayó y me descontaron el dinero @SudebanInforma @Banesco,2021-04-28T12:48:46.000Z,144278006,1387388318493593605,0.9022356271743774,0.0953388661146164,0.002425497630611062,neg
31,31,@Banesco 08:40 Banesco La Villa y no abren agencia C.C. la Villa. Llueve y no les importa que la gente se moje. Tremendo servicio y humanidad. https://t.co/KlZuKMGgCB,2021-04-28T12:39:27.000Z,34001515,1387385976415195139,0.8461986184120178,0.13750910758972168,0.01629224792122841,neg
32,32,@Banesco Buenos dias señores necesito repuesta del pago movil q nunca cayó y me descontaron el dinero @SudebanInforma,2021-04-28T12:23:02.000Z,144278006,1387381843650039809,0.9506264328956604,0.047501783818006516,0.001871735556051135,neg
33,33,@Melyciosa @Banesco 🧞,2021-04-28T12:20:56.000Z,1344405939538055169,1387381316044402689,0.022703303024172783,0.8658840656280518,0.11141254752874374,neu
34,34,"Este frío no me deja levantarme de la cama y yo necesito ir a @Banesco

*Se arropa*",2021-04-28T12:02:25.000Z,1348682318005882886,1387376656252391425,0.9945892095565796,0.0037703984417021275,0.0016404689522460103,neg
35,35,"@Banesco buenos dias equipo de banesco, les deje un mensaje privado.",2021-04-28T11:52:01.000Z,866869878,1387374036896915456,0.016858646646142006,0.9778751134872437,0.005266272462904453,neu
36,36,@zalerm81 @Banesco Buenos días necesito saber lo mismo,2021-04-28T09:36:46.000Z,1196906239659315200,1387340002066055169,0.0049344515427947044,0.9807313084602356,0.014334267005324364,neu
37,37,"Me rehusó siempre a que los putos bancos de mierda nos limiten hacer transacciones a tal hora, puto @Banesco de mrd los comerciantes perdemos plata por ustedes.",2021-04-28T03:17:32.000Z,447200509,1387244563635519502,0.9966757297515869,0.001695483224466443,0.0016287988983094692,neg
38,38,Mañana me espera un día en @Banesco y desde ya me da amsiedat. Odio ir a bancos y sobre todo a hacer reclamos 😥,2021-04-28T03:13:01.000Z,1348682318005882886,1387243427427926020,0.9958569407463074,0.0022000104654580355,0.0019429584499448538,neg
39,39,@Banesco  ha sido a mi favor y aún así no obtengo el reintegro y estos ladrones siguen tomando mis fondos,2021-04-28T02:50:52.000Z,195582324,1387237853210492929,0.9964855909347534,0.002256534295156598,0.0012578851310536265,neg
40,40,Q fastidio tener q esperar a ver si @banesco envío el pago CANTV o si perdí ese dinero q no es poca cosa tampoco. Pagué ayer y aún sale la deuda 🤬,2021-04-28T02:37:48.000Z,1105692242025635840,1387234563630436357,0.9966380596160889,0.0018919891444966197,0.0014698426239192486,neg
41,41,@SuperCableVen continúa tomando mis fondos en mi cta @Banesco  afectando mi solvencia personal,2021-04-28T02:36:24.000Z,195582324,1387234213800386563,0.9955937266349792,0.0028274497017264366,0.0015788156306371093,neg
42,42,@soyunasur @YouTube @ReporteYa @yanemiky @IRENE_DIAZG @cafetacvba @UNoticias @PartidoPSUV @upataderocha @Banesco @inti_illimani @IzquierdaUnida @nvaizquierda @aeroporlamar @inea_venezuela @OficialGaceta @ErikaOSanoja @RgMusic_Oficial @o_1_n_3 @ErikaOSanoja @Oriana_Candanga https://t.co/CC5o2aXE9y,2021-04-28T01:52:20.000Z,149708898,1387223121275588608,0.05605752766132355,0.39277181029319763,0.5511706471443176,pos
43,43,"@Banesco Muchas gracias,  ya solucione",2021-04-28T01:44:24.000Z,2607771121,1387221127739682818,0.005098765250295401,0.3429574966430664,0.6519436836242676,pos
44,44,@Banesco buenas el día de ayer 26 de abril cancele por medio de banesco online las facturas de teléfonos y aún sigue apareciendo el monto a pagar en cantv,2021-04-27T23:36:36.000Z,2680421090,1387188964503740418,0.9364043474197388,0.060979995876550674,0.0026156140957027674,neg
45,45,@Banesco Graciassssss espero que no vuelva a suceder por el bien de todos y respeto a las normas sanitarias por la pandemia,2021-04-27T23:06:11.000Z,2431084015,1387181308242276363,0.09556233137845993,0.7797026634216309,0.12473499774932861,neu
46,46,@Greily_c @Banesco @inesquinterom Pura estafa es esto no le pasen plata,2021-04-27T22:47:39.000Z,1263617428061372426,1387176645983973379,0.9962574243545532,0.0020758844912052155,0.001666732132434845,neg
47,47,"@Banesco Para solicitar la tarjeta de débito, se debe hacer por una agencia? O por la página",2021-04-27T22:39:09.000Z,141752346,1387174508147130372,0.009034900926053524,0.9861417412757874,0.0048233396373689175,neu
48,48,Los odio con todo mi ser @Banesco,2021-04-27T22:08:15.000Z,188023788,1387166731366539273,0.9960210919380188,0.002248948672786355,0.0017300107283517718,neg
49,49,@gil_hiaf @Banesco Pudiste solucionarlo,2021-04-27T21:16:11.000Z,2355310476,1387153627807105028,0.010388595052063465,0.9151197671890259,0.0744917094707489,neu
50,50,@Banesco @inesquinterom NECESITO RESPUESTA https://t.co/Mn4uW9GnNX,2021-04-27T21:04:03.000Z,2355310476,1387150572441190401,0.006938287056982517,0.9742606282234192,0.018801072612404823,neu
51,51,@ketherj @Banesco Lo mismo me está pasando,2021-04-27T20:58:50.000Z,2355310476,1387149259548643330,0.1662825495004654,0.8140389323234558,0.019678469747304916,neu
52,52,@Banesco Que barti nada desde ayer no puedo transferir dice que ya alcance el máximo límite mensual de pago móvil👺👺👺👺👺,2021-04-27T20:54:19.000Z,2355310476,1387148123802423301,0.05513313412666321,0.9408515691757202,0.004015287384390831,neu
53,53,"@Banesco La actualización de datos para solicitar la cuenta verde, el estatus de solicitud en proceso, dura toda la vida?",2021-04-27T20:44:51.000Z,245000301,1387145742117179404,0.24682259559631348,0.7438806295394897,0.009296804666519165,neu
54,54,"@Banesco @agreda104 Hola están aperturando cuentas en valencia Venezuela, cuenta en bsf",2021-04-27T20:43:57.000Z,287780470,1387145514819407879,0.022937463596463203,0.9627446532249451,0.014317926950752735,neu
55,55,"@Banesco Que carrizo de Barti no le puedo transferir a un @Digitel_Info412.desde @Banesco y la persona tiene una emergencia y no tiene saldo, pues Banesco no le da la gana de hacerlo efectivo   CONTESTEN",2021-04-27T20:15:57.000Z,2607771121,1387138468325777413,0.9956580400466919,0.003012490225955844,0.001329440507106483,neg
56,56,@BajoTachon @Banesco @isabeldiazvzla @ricarmeji Y a nosotros nos encantó poder dar esta buena noticia y la habilidad para hacer una historia con poca tinta y sin ninguna mancha. ¡Felicitaciones por ese logro! @BajoTachon,2021-04-27T19:55:39.000Z,1308466668629356545,1387133360619851781,0.0031940529588609934,0.0065220193937420845,0.9902839064598083,pos
57,57,@deconveniencia1 @Banesco @isabeldiazvzla @ricarmeji Me encantó este artículo... muy completo! Gracias!,2021-04-27T19:49:36.000Z,2282869417,1387131839454793735,0.003366266144439578,0.005069925915449858,0.9915637969970703,pos
58,58,@Banesco Señores de Banesco tienen algo que decir acerca de la persona cajera que no utiliza el tapabocas? 😈,2021-04-27T19:40:53.000Z,2431084015,1387129646416859136,0.9764535427093506,0.02183874510228634,0.0017076886724680662,neg
59,59,"@Banesco Buenas tardes por segunda vez mî tía y yo vimos en Banesco Av. Victoria  a la única cajera que estaba allí como 12 y 30, estaba sin tapabocas paseándose x todo el banco y no es la primera vez que la vemos que Irresponsables son",2021-04-27T19:38:31.000Z,2431084015,1387129048510390286,0.9953827261924744,0.0030144948977977037,0.0016027422389015555,neg
60,60,@Banesco  Buenas tardes les dejé un mensaje directo. Quedo atento a su respuesta.,2021-04-27T19:19:18.000Z,138181317,1387124213358764035,0.0046438961289823055,0.8210229277610779,0.17433319985866547,neu
61,61,"@Romezulia @Gabrielasjr @drodriven2 @Mincyt_VE @CNTI_VE @ViceVenezuela @SUSCERTE @RNVinformativa @Conatel @ConatiOficial @lubrio @Banesco @BcoBicentenario Gracias por tu contacto, te invitamos a conocer los distintos  bancos disponibles para recargas Movilnet y su proceso para recargar. Ingresa a https://t.co/yK1U1iYzMg  en la sección Recarga y Pago. En @Info_Movilnet trabajamos para brindarte un mejor servicio. AR",2021-04-27T18:35:45.000Z,1306264038507192321,1387113251943636996,0.009277506731450558,0.18199604749679565,0.80872642993927,pos
62,62,@Banesco Ponga el ojo en san fdo de apure ni sirve el cajero,2021-04-27T18:35:19.000Z,108371136,1387113143688630273,0.9963634610176086,0.0019662724807858467,0.0016703555593267083,neg
63,63,@Banesco banesco estan aperturando cuentas son de maracaibo,2021-04-27T18:23:10.000Z,1970265828,1387110085697150979,0.0073815928772091866,0.9743010997772217,0.018317202106118202,neu
64,64,@Banesco Porqué no está aceptando Banesco el  pago a Digitel?????,2021-04-27T18:16:48.000Z,2607771121,1387108483221364743,0.9948047995567322,0.0034226805437356234,0.0017725256038829684,neg
65,65,"@Banesco Buenas tardes, tengo problemas con mi clave telefónica y no puedo desbloquearla, ni por vía online ni por vía telefónica",2021-04-27T17:29:16.000Z,309472883,1387096522307907589,0.9958539009094238,0.0030668387189507484,0.001079223002307117,neg
66,66,"Luego de evaluar más de 1500 textos, @Banesco  anunció el veredicto del 8vo concurso de microcuentos  #280 en Twitter. @BajoTachon @isabeldiazvzla y @ricarmeji fueron los tres primeros lugares. Lee más en https://t.co/BMSwNgeQja https://t.co/449El9HGIl",2021-04-27T17:14:59.000Z,1308466668629356545,1387092927931953156,0.029506467282772064,0.32990533113479614,0.6405882239341736,pos
67,67,"@salaprensaCantv realice el pago por @Banesco ayer y aún sale la deuda, ayuda!",2021-04-27T17:10:36.000Z,1105692242025635840,1387091824360177665,0.9559966921806335,0.04195975512266159,0.002043571323156357,neg
68,68,Hola @Banesco se dañó el chip de mi tarjeta de débito. No pasa en ningún comercio. Cómo hago para obtener una nueva tarjeta? Gracias!,2021-04-27T17:09:39.000Z,64770610,1387091586954170372,0.7235937714576721,0.26781585812568665,0.008590340614318848,neg
69,69,"@Banesco No es como mucho. Dan 1.500.000 la agencia de san fernando de apure  esa cantidad a la semana , 300.000 diario",2021-04-27T17:09:19.000Z,108371136,1387091500618637318,0.9549645185470581,0.037132419645786285,0.007903060875833035,neg
70,70,@Banesco Demasiados dias esperando respuesta el bs se devalua entiendan,2021-04-27T17:08:30.000Z,705392990,1387091293977915394,0.9967638254165649,0.001798440353013575,0.001437817350961268,neg
71,71,@Banesco buenas tardes quería saber cuanto tiempo tardan en abonar el pago de CANTV? Cancele ayer y aún me sale el saldo deudor,2021-04-27T16:52:39.000Z,1105692242025635840,1387087306155245571,0.92502361536026,0.07138963788747787,0.003586849430575967,neg
72,72,@Banesco El monto se encuentra fuera del rango permitido para esta operación. Por favor verifique e intente de nuevo. Presento está falla,2021-04-27T16:31:44.000Z,2355310476,1387082043398496257,0.45190557837486267,0.5362569689750671,0.011837498284876347,neu
73,73,@Banesco Buenos días.. Tengo meses tratando de actualizar mis datos y él sistema no me los toma..! Como puedo hacer favor..!,2021-04-27T15:14:02.000Z,2187626018,1387062487816810501,0.9327620267868042,0.06453488022089005,0.0027030559722334146,neg
74,74,"@banesco 1 año y 1 mes. Hoy 27 de abril, 4 colas desde enero de 2021, y @Banesco aún me entrega la liberación de mi crédito hipotecario de recursos propios pagando en 2011.",2021-04-27T15:07:07.000Z,48145755,1387060749751758850,0.055963944643735886,0.9022570848464966,0.04177892580628395,neu
75,75,"Seleccionados los 3 ganadores del Concurso de Microcuentos Banesco. El concurso que promueve la creatividad anunció a los tres vencedores: Fanny Márquez, primer lugar, Isabel Díaz, segundo lugar, y Ricardo Jesús Mejías tercer puesto.
https://t.co/82fJirKOOv
@Banesco https://t.co/XHeqq5Al2b",2021-04-27T14:44:43.000Z,140950170,1387055109717200899,0.04066931828856468,0.674868643283844,0.28446200489997864,neu
76,76,"Si naciste en Venezuela, tienes entre 18 y 30 años y te interesa la creación poética, el Concurso Nacional de Poesía Joven Rafael Cadenas es para ti. 
Lo organizamos junto a  @banesco, @Poeteca1
y @TeamPoetero
Por favor, lee bien las bases.
¡Te esperamos! https://t.co/iNDtVjDN1E",2021-04-27T14:02:27.000Z,799371655,1387044476485390343,0.0162555780261755,0.2006460726261139,0.7830983400344849,pos
77,77,@Banesco Señores @Banesco ya le mande lo q solicitaron siguen pasando los dias y no me devuelven los bs y cada dia pierdo mas necesito solucion demasiados dias ya es una falta de respeto,2021-04-27T13:48:04.000Z,705392990,1387040856478158848,0.9967591166496277,0.001768645248375833,0.001472247065976262,neg
78,78,"@Banesco Buenos días, extravié mi tarjeta de débito, ya la bloqueé telefónicamente, ahora que debo llevar al Banesco para solicitar una reposición? Es urgente.",2021-04-27T13:38:20.000Z,52883754,1387038405528219662,0.9452108144760132,0.05122867971658707,0.003560494165867567,neg
79,79,"@Banesco Buen día, quisiera saber por favor como hago para solicitar envió temporal de clave especial al correo por extravío de dispositivo y cambio de nro telefonico",2021-04-27T12:57:12.000Z,1020962694,1387028054745169921,0.10060756653547287,0.8944392204284668,0.004953280091285706,neu
80,80,@Banesco Tarda mucho más de lo legal en hacer efectivo las transferencias entre bancos!,2021-04-27T12:53:14.000Z,618627740,1387027057855586304,0.1331014484167099,0.8322701454162598,0.034628380089998245,neu
81,81,"@hilarialui @Banesco Hay amiga, de esa cabulla un rollo tengo. Se venció mi tarjeta y no inmaginas los requisitos para renovarla, pero además, vivo en Nva esparta y me exigen que me presente en la agencia del Hatillo porque la de la Boyera,  adonde abrí mi cuenta en un principio, ya no existe",2021-04-27T12:02:23.000Z,319400378,1387014259620687873,0.9958223104476929,0.002844504313543439,0.0013331217924132943,neg
82,82,"Buenos días 🌞 con aroma a café de posibilidad siempre ☕#CercaMuyCerca 
6:40 am Noticias y @uncafeconshia @Kysfm1015 
Presentación @hispanadeseguro @cddlasmercedes @Banesco @Digitel_Info412 @respiralibre https://t.co/MySNlcYlNQ",2021-04-27T09:36:29.000Z,82509977,1386977542649876480,0.0037198837380856276,0.009007379412651062,0.9872727990150452,pos
83,83,"@Banesco Buenas tardes, con esta opción me pueden realizar depósitos desde afuera; en dolares?
@Banesco",2021-04-26T23:36:22.000Z,1243642486444240899,1386826517905293313,0.01204840000718832,0.9840987324714661,0.003852962516248226,neu
84,84,"@AutoresVzlanos @BajoTachon @isabeldiazvzla @ricarmeji @Banesco https://t.co/8Wym9hkJKQ
❤️❤️❤️❤️❤️❤️❤️",2021-04-26T22:58:13.000Z,1295599738994262022,1386816918837940229,0.011793985031545162,0.8983873128890991,0.08981874585151672,neu
85,85,"@Banesco Buenas tardes tengo 3 días intentado ingresar al pago  móvil, a la aplicación o por la página...
Y me dice tengo una sección abierta..",2021-04-26T21:52:10.000Z,434075858,1386800293950722052,0.10789387673139572,0.8875419497489929,0.004564160015434027,neu
86,86,#26Abril #Venezuela ¿Cuánto está dando @Banesco en efectivo por taquilla? 🤔💵,2021-04-26T21:23:03.000Z,447337647,1386792966702960641,0.905863344669342,0.08912051469087601,0.005016081500798464,neg
87,87,https://t.co/wVMTeYcSnI @Banesco @LaPerco,2021-04-26T21:21:18.000Z,34853643,1386792525445443586,0.01328041311353445,0.8666183948516846,0.1201011911034584,neu
88,88,"@Banesco Al momento de guardar los datos, las referencias personales no se guardan.",2021-04-26T20:56:00.000Z,268008349,1386786161658630147,0.011154888197779655,0.9806879758834839,0.008157079108059406,neu
89,89,@Banesco Ok,2021-04-26T19:59:43.000Z,83600073,1386771996315377668,0.029871435835957527,0.9389598369598389,0.03116867132484913,neu
90,90,"@Banesco Buen día, tienen problema con la página, porque no abre",2021-04-26T19:52:54.000Z,115826255,1386770280585089028,0.9902536273002625,0.00840778462588787,0.0013385493075475097,neg
91,91,"@Banesco También hice el reclamo por Banesco on line. Ya mi dinero se ha depreciado el 20 %. Tengo que esperar que no valga nada, por Dios. Revisen mi estado de cuenta. No veo porqué tanto retraso, si ya tienen las evidencias para hacerme el reintegro.",2021-04-26T19:49:37.000Z,1099460370996125697,1386769455607386118,0.6264541149139404,0.36190301179885864,0.011642830446362495,neg
92,92,"@Banesco Buenas tardes Sres Banesco. Que tengo que hacer para que reintegren a mi cuenta los 18.726.563,67 BS por doble cargo a Mi Tarjeta de Debito en día 17 de abril de 2021 en Cine Citta. Por qué el débil jurídico es el afectado. Envie correo electrónico, mensaje por Instagram y nada.",2021-04-26T19:47:40.000Z,1099460370996125697,1386768962948640773,0.9912281036376953,0.007185645401477814,0.0015862295404076576,neg
93,93,"@banesco
Necesito transferir a la alcaldía sufre y me sale  esto: error en dígito verificador, por favor verifique e intente de nuevo ....
Todo el día intentado 
Que debo hacer ?",2021-04-26T19:38:42.000Z,83600073,1386766706589282314,0.9910224676132202,0.007331929635256529,0.0016455549048259854,neg
94,94,"@Banesco Buenas ya van muchos días el dinero sigue devaluandose no me dan respuesta del pago movil q realice y nonse concreto, me dijeron q a las 48 hora devolverían ya van como 20 días  @SudebanInforma",2021-04-26T19:03:54.000Z,144278006,1386757947376680961,0.9946257472038269,0.004340706393122673,0.0010336007690057158,neg
95,95,"@Banesco Buenas tardes, no he podido actualizar mis datos, las referencias personales no me las toma en cuenta",2021-04-26T18:44:10.000Z,268008349,1386752983245930502,0.9932303428649902,0.005639310926198959,0.0011303828796371818,neg
96,96,@Banesco Lo hare cuando @cantv se digne en arreglarmelo,2021-04-26T18:30:10.000Z,274801537,1386749459200106501,0.0058854976668953896,0.9770748615264893,0.017039528116583824,neu
97,97,"@Banesco Problemas en procesar un Pago Móvil, desde temprano intentando y da el mismo error https://t.co/h3VKz8APsX",2021-04-26T18:28:24.000Z,515629330,1386749016730488834,0.9963982105255127,0.002480519702658057,0.0011212403187528253,neg
98,98,@Banesco Como hago para recuperar la clave telefónica y desbloquear usuario online..no puedo entrar a la cuenta,2021-04-26T18:09:16.000Z,118531411,1386744199622574082,0.9621659517288208,0.03591099753975868,0.0019230402540415525,neg
99,99,@Banesco señores ya paso una semana y no me devuelven la compra q no paso y me quitaron el dinero ya meti reclamo y nada esos bs estan ya sin valor q pasa sean serios,2021-04-26T18:06:42.000Z,705392990,1386743552647045123,0.9971913695335388,0.0016217695083469152,0.00118679937440902,neg
100,0,@tuitean28992530 @shiabertoni @isabeldiazvzla @Banesco @uncafeconshia Muchas Gracias!,2021-04-26T16:55:44.000Z,2282869417,1386725694688927750,0.0036924739833921194,0.007871691137552261,0.9884358644485474,pos
101,1,@shiabertoni @BajoTachon @isabeldiazvzla @Banesco @uncafeconshia Enhorabuena Fanny @BajoTachon,2021-04-26T16:51:48.000Z,1346924030918537216,1386724707064590338,0.00466356985270977,0.007121335715055466,0.9882150888442993,pos
102,2,"@Banesco Buenos días, voy.",2021-04-26T15:52:06.000Z,1021563162242572291,1386709681146564611,0.01128079742193222,0.35453447699546814,0.6341846585273743,pos
103,3,@Banesco Error 2 días tratando! He probado diferente montos y usuarios y el error continua https://t.co/tuKbjOY80i,2021-04-26T15:37:26.000Z,109252716,1386705992008744966,0.25531628727912903,0.7346099615097046,0.010073806159198284,neu
104,4,@Banesco Este error tiene 2 días he probado distintos montos y cuentas y me sigue saliendo https://t.co/bnrlfBmw2j,2021-04-26T15:37:01.000Z,109252716,1386705887117692932,0.9921427965164185,0.00687137246131897,0.0009858296252787113,neg
105,5,"@Sintrainces @silencioabs @eduardopiate2 @JCSantelizS @Wuikelman @nkcabrera @incesvzla @CentralASI @OITCinterfor @OITnoticias @CSA_TUCA @MPPEDUCACION @MinTrabajoVE @PresidencialVen @Defensoria_Vzla @ViceVenezuela #26Abril jugando al desgaste y a la necesidad d los trabajadores, @Wuikelman @nkcabrera nuevamente dejan a los cuenta nómina @BBVAProvincial sin quincena, mientras adelantan pagos a nóminas @BcodeVenezuela y @Banesco @NicolasMaduro @psuvaristobulo @mbachelet https://t.co/CeJDcTMrNi",2021-04-26T15:36:52.000Z,2571967309,1386705845644406790,0.9960087537765503,0.0025898932944983244,0.0014013346517458558,neg
106,6,@Banesco Está este error desde hace 2 días desde el pago movil y de la página web. He probado con diferent s usuarios y diferentes montos. https://t.co/I6eUbVcMxN,2021-04-26T15:35:35.000Z,109252716,1386705525820301318,0.12068834155797958,0.8692585825920105,0.010053032077848911,neu
